Date,Valuation Index
Jul-83,-0.104597945
Aug-83,-0.107284891
Aug-83,-0.108130761
Aug-83,-0.105410578
Aug-83,-0.113178596
Aug-83,-0.109901586
Aug-83,-0.118351184
Aug-83,-0.117129055
Aug-83,-0.113440669
Aug-83,-0.11293124
Aug-83,-0.110895022
Aug-83,-0.107139654
Aug-83,-0.108892438
Aug-83,-0.104218346
Aug-83,-0.108332963
Aug-83,-0.107755727
Aug-83,-0.107392633
Aug-83,-0.112045585
Aug-83,-0.116410532
Aug-83,-0.11808465
Aug-83,-0.115383174
Aug-83,-0.116005733
Aug-83,-0.115240135
Aug-83,-0.11082139
Sep-83,-0.110706059
Sep-83,-0.10812567
Sep-83,-0.108709028
Sep-83,-0.101124281
Sep-83,-0.10099094
Sep-83,-0.101204185
Sep-83,-0.103233455
Sep-83,-0.106096551
Sep-83,-0.109434559
Sep-83,-0.108719484
Sep-83,-0.111210949
Sep-83,-0.106972632
Sep-83,-0.102926116
Sep-83,-0.09919623
Sep-83,-0.101124127
Sep-83,-0.097826426
Sep-83,-0.09886331
Sep-83,-0.097883589
Sep-83,-0.102706693
Sep-83,-0.104599813
Sep-83,-0.106762709
Sep-83,-0.11018638
Oct-83,-0.112319836
Oct-83,-0.111353099
Oct-83,-0.108264145
Oct-83,-0.102154636
Oct-83,-0.100797452
Oct-83,-0.097446773
Oct-83,-0.103378602
Oct-83,-0.106111795
Oct-83,-0.106291313
Oct-83,-0.106673063
Oct-83,-0.106149428
Oct-83,-0.113898328
Oct-83,-0.117692143
Oct-83,-0.117012182
Oct-83,-0.12005473
Oct-83,-0.120344307
Oct-83,-0.12020251
Oct-83,-0.123086676
Oct-83,-0.124948332
Oct-83,-0.128656626
Oct-83,-0.129379251
Nov-83,-0.130032156
Nov-83,-0.126383523
Nov-83,-0.129618627
Nov-83,-0.132444496
Nov-83,-0.134724544
Nov-83,-0.135824608
Nov-83,-0.130873866
Nov-83,-0.129344942
Nov-83,-0.124345783
Nov-83,-0.123380729
Nov-83,-0.126018211
Nov-83,-0.124365737
Nov-83,-0.12410511
Nov-83,-0.126315873
Nov-83,-0.124595252
Nov-83,-0.122752014
Nov-83,-0.12260732
Nov-83,-0.122787767
Nov-83,-0.122198559
Nov-83,-0.124384472
Nov-83,-0.120736977
Nov-83,-0.124122165
Dec-83,-0.124203886
Dec-83,-0.127030723
Dec-83,-0.127647912
Dec-83,-0.128965636
Dec-83,-0.128109496
Dec-83,-0.130307083
Dec-83,-0.130724051
Dec-83,-0.130227886
Dec-83,-0.132127857
Dec-83,-0.136473322
Dec-83,-0.140892996
Dec-83,-0.13947253
Dec-83,-0.140475213
Dec-83,-0.141514853
Dec-83,-0.138104428
Dec-83,-0.138843164
Dec-83,-0.139420442
Dec-83,-0.139947537
Dec-83,-0.136646998
Dec-83,-0.135668769
Dec-83,-0.136560017
Dec-83,-0.135735367
Jan-84,-0.136294237
Jan-84,-0.138816762
Jan-84,-0.132066869
Jan-84,-0.126957333
Jan-84,-0.124845723
Jan-84,-0.126464625
Jan-84,-0.128738291
Jan-84,-0.129120777
Jan-84,-0.129222342
Jan-84,-0.131254373
Jan-84,-0.13180092
Jan-84,-0.131265295
Jan-84,-0.131929396
Jan-84,-0.133493613
Jan-84,-0.13588116
Jan-84,-0.14084666
Jan-84,-0.139097231
Jan-84,-0.142411979
Jan-84,-0.144353517
Jan-84,-0.145648992
Jan-84,-0.14995322
Jan-84,-0.149884432
Feb-84,-0.152299645
Feb-84,-0.151081242
Feb-84,-0.157013478
Feb-84,-0.16547164
Feb-84,-0.164914558
Feb-84,-0.17219008
Feb-84,-0.174459487
Feb-84,-0.1727828
Feb-84,-0.177102859
Feb-84,-0.17352039
Feb-84,-0.174296156
Feb-84,-0.175133722
Feb-84,-0.176398573
Feb-84,-0.176932937
Feb-84,-0.179927906
Feb-84,-0.181021189
Feb-84,-0.18194305
Feb-84,-0.173964165
Feb-84,-0.169715784
Feb-84,-0.175726314
